category,path,name,size
Family Welfare Statistics,total-fertility-rate-tfr,Total Fertility Rate India 2011,0.004 MB
Forest,total-forest-cover-india,Total Forest Cover in India,0.026 MB
Post,total-number-and-amount-money-orders,Total Number of Money Orders And Amount of Money Orders,0.023 MB
Road Accidents In India,total-number-persons-injured-road-accidents-india-2003-2011,Total Number of Persons Injured in Road Accidents in India during 2003-2011,0.003 MB
Road Accidents,total-number-persons-killed-road-accidents-india-2003-2011,Total Number of Persons Killed in Road Accidents in India during 2003-2011,0.002 MB
Economic Survey 2012-13 - Human Development Indicators,total-number-recognised-educational-institutions-india-provisional,Total Number of Recognised Educational Institutions in India (Provisional),0.03 MB
Lok Sabha Statement of Work - An Overview,total-number-reports-various-parliamentary-committees-presented-each-session-15th-lok-sabha,Total Number of Reports of Various Parliamentary Committees presented in Each Session of 15th Lok Sabha,0.018 MB
Road Accidents,total-number-road-accidents-statesuts-2003-2011,Total Number of Road Accidents in India during 2003-2011,0.003 MB
Lok Sabha Statement of Work - An Overview,total-number-sitting-hours-1st-13th-sessions-15th-lok-sabha,Total Number of Sitting Hours in 1st to 13th Sessions of 15th Lok Sabha,0.017 MB
Rural Health Statistics,total-number-specialists-general-duty-medical-officers-allopathic-and-radiographers-communit,Total Number of Specialists General Duty Medical Officers - Allopathic and Radiographers At Community Health Centres as on March 2011,0.029 MB
Finance Accounts,total-receipts-fy-2000-11,Total Receipts FY 2000-11,0.108 MB
Motor Vehicles,total-registered-motor-vehicles-million-plus-cities-2001-2011,Total Registered Motor Vehicles In Million Plus Cities From 2001 To 2011,0.021 MB
Sanitation,total-sanitation-campaign-financial-progress-eleventh-plan,Financial Progress Of The Total Sanitation Campaign In Eleventh Plan During Financial Years From 2007-08 To 2011-12,0.017 MB
Sanitation,total-sanitation-campaign-physical-progress-eleventh-plan,Physical Progress Of The Total Sanitation Campaign In Eleventh Plan During Financial Year (2007-08 To 2011-12),0.017 MB
Not Available,total-traffic-and-operating-statistics-air-india-non-scheduled-revenue-services,Total Traffic And Operating Statistics Of Air India On Non-scheduled Revenue Services From 2000-01 To 2010-11,0.019 MB
Forest,total-tree-cover-india,Total Tree Cover in India,0.026 MB
Transport,traffic-handled-major-well-minor-ports-during-eleventh-five-year-plan-plan,Traffic Handled At Major As Well As Minor Ports During Eleventh Five Year Plan,0.018 MB
Indian Railways,traffic-projections-indian-railways-twelfth-five-year-plan,Traffic Projections Of Indian Railways For Twelfth Five Year Plan,0.018 MB
Power and Energy,transmission-line-end-twelfth-plan-period,Transmission Line - Twelfth Five Year Plan (2012-17),0.019 MB
Financial Intelligence Unit Reports,trend-analysis-suspicious-transaction-report-received-financial-intelligence-unit-india,Trend Analysis  of Suspicious Transaction Report received by Financial Intelligence Unit-India,0.049 MB
Financial Intelligence Unit Reports,trend-analysis-suspicious-transaction-report-received-financial-intelligence-unit-india.1,Trend Analysis  of Suspicious Transaction Report received by Financial Intelligence Unit-India,0.049 MB
Transport,trend-productivity-parameters-major-ports-during-eleventh-plan,Trend of The Productivity Parameters At Major Ports During Eleventh Plan,0.017 MB
Union Budget 2013-14 - Expenditure Budget,trends-expenditure,Trends in Expenditure,0.04 MB
PNG Economic and Statistics,trends-indian-petroleum-industry-glance-2004-12,Trends in Indian Petroleum Industry at a Glance: 2004-12,0.042 MB
PNG Economic and Statistics,trends-indias-overall-trade-balance-and-trade-balance-opec-countries-during-2004-05-2011-12,Trends In India Overall Trade Balance And Trade Balance With OPEC Countries During 2004-05 To 2011-12,0.019 MB
Exchange Coinage And Currency,trends-nominal-and-real-effective-exchange-rate-rupee-trade-based-weights-2004-05-2011-12,Trends In Nominal And Real Effective Exchange Rate of Rupee - Trade Based Weights From 2004-05 To 2011-12,0.012 MB
Economic Survey 2012-13 - Balance of Payments,trends-nominal-and-real-effective-exchange-rates-rupee,Trends in Nominal and Real Effective Exchange Rates of Rupee,0.02 MB
PNG Economic and Statistics,trends-retail-selling-prices-selected-petroleum-products-metropolitan-towns-india,Trends In Retail Selling Prices of Selected Petroleum Products In Metropolitan Towns In India,0.021 MB
Power and Energy,trends-supply-primary-commercial-energy,Trends In Supply Of Primary Commercial Energy,0.013 MB
State Economy,tripura-gross-state-domestic-product-factor-cost-constant-prices-1,Tripura Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05.,0.002 MB
State Economy,tripura-gross-state-domestic-product-factor-cost-constant-prices-2,Tripura Gross State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.002 MB
State Economy,tripura-gross-state-domestic-product-factor-cost-current-prices-1,Tripura Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05.,0.002 MB
State Economy,tripura-gross-state-domestic-product-factor-cost-current-prices-2,Tripura Gross State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,tripura-net-state-domestic-product-factor-cost-constant-prices-1,Tripura Net State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.002 MB
State Economy,tripura-net-state-domestic-product-factor-cost-constant-prices-2,Tripura Net State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.002 MB
State Economy,tripura-net-state-domestic-product-factor-cost-current-prices-1,Tripura Net State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.002 MB
State Economy,tripura-net-state-domestic-product-factor-cost-current-prices-2,Tripura Net State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.002 MB
Rajiv Gandhi Centre For Biotechnology Kerala,twelve-new-microsatellite-markers-fejervarya-keralensis-endemic-frog-western-ghats-india,Twelve New Microsatellite Markers of Fejervarya Keralensis,0.021 MB
Institute of Bioresources and Sustainable Development Imphal,twinningprojectsibsdimphal,Twinning Projects with Institute of Bioresources and Sustainable Development Imphal,0.02 MB
Family Welfare Statistics,under-5-mortality-rate-u5mr,Trends in Under - Five Mortality Rates - India and Bigger States - 2008 2009 & 2010,0.001 MB
Health and Family Welfare,under-graduate-institutes-and-admission-capacity-under-ayush-systems-1st-april,Under Graduate Institutes And Admission Capacity Under Ayush Systems As On 1st April,0.035 MB
Power & Energy,under-recoveries-petroleum-products-energy-sector,Under-Recoveries on Petroleum Products - Energy Sector,0.022 MB
Labour and Employment,unemployment-rate-ur-usual-principal-and-subsidiary-status-upss-social-group-2004%E2%80%9305-and-200,Unemployment Rate by Social Group (%),0.025 MB
S&T - Human Resourses,universities-colleges-and-their-enrolment-1976-77-2006-07,Universities / Colleges And Their Enrolment From 1976-77 To 2006-07,0.018 MB
National Sample Survey,unorganised-manufacturing-enterprises-survey-area-frame-nss-62nd-round-july-2005-june-2006,Unorganised Manufacturing Enterprises Survey [AREA Frame] : NSS 62nd Round : July 2005 - June 2006,0 MB
National Sample Survey,unorganised-manufacturing-enterprises-survey-list-frame-nss-62nd-round-july-2005-june-2006,Unorganised Manufacturing Enterprises Survey [List Frame] : NSS 62nd Round : July 2005 - June 2006,0 MB
National Sample Survey,unorganised-service-sector-nss-57th-round-july-2001-june-2002,Unorganised Service Sector: NSS 57th Round : July 2001-June 2002,0 MB
Lok Sabha Statement of Work - An Overview,unstarred-questions-admitted-each-session-15th-lok-sabha,Unstarred Questions Admitted in Each Session of 15th Lok Sabha,0.018 MB
Health and Family Welfare,urban-and-rural-health-indicators,Urban and Rural Health Indicators in India from National Family Health Survey (Tenth Plan),0.016 MB
Urban and Rural Health Indicators,urban-and-rural-health-indicators-during-eleventh-plan,Urban and Rural Health Indicators during Eleventh Plan,0.016 MB
Housing and Urban Affairs,urban-local-bodiesparastatals-which-have-been-granted-permission-issue-tax-free-bonds,Urban Local Bodies/Parastatals Which have been Granted Permission For Issue Of Tax-Free Bonds,0.023 MB
All India Index of Industrial Production (IIP),use-based-annual-growth-rates-all-india-index-industrial-production-base-2004-05-100,Use Based Annual Growth Rates of all India Index of Industrial Production (Base: 2004-05 = 100),0 MB
All India Index of Industrial Production (IIP),use-based-annual-indices-all-india-index-industrial-production-base-2004-05-100,Use Based Annual Indices of all India Index of Industrial Production (Base: 2004-05 = 100),0 MB
All India Index of Industrial Production (IIP),use-based-monthly-indices-all-india-index-industrial-production-base-2004-05-100-may-2013,Use Based Monthly Indices for all India Index of Industrial Production (Base: 2004-05 = 100) May 2013,0.004 MB
Index of Industrial Production,use-based-weights-all-india-index-industrial-production-base-2004-05-100,Use Based weights of all India Index of Industrial Production for the base year 2004-05,0.022 MB
Union Budget 2013-14 - Expenditure Budget,utilization-external-assistance-source-rs-cr,Utilization of External Assistance by Source (Rs. Cr.),0.05 MB
Economic Survey 2012-13 - External Assistance,utilization-external-assistance-source-us-mn,Utilization of External Assistance by Source (US $ Mn.),0.05 MB
State Economy,uttar-pradesh-gross-state-domestic-product-factor-cost-constant-prices-1,Uttar Pradesh Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05.,0.003 MB
State Economy,uttar-pradesh-gross-state-domestic-product-factor-cost-constant-prices-2,Uttar Pradesh Gross State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,uttar-pradesh-gross-state-domestic-product-factor-cost-current-prices-1,Uttar Pradesh Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05.,0.003 MB
State Economy,uttar-pradesh-gross-state-domestic-product-factor-cost-current-prices-2,Uttar Pradesh Gross State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,uttar-pradesh-net-state-domestic-product-factor-cost-constant-prices-1,Uttar Pradesh Net State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.003 MB
State Economy,uttar-pradesh-net-state-domestic-product-factor-cost-constant-prices-2,Uttar Pradesh Net State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,uttar-pradesh-net-state-domestic-product-factor-cost-current-prices-1,Uttar Pradesh Net State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.003 MB
State Economy,uttar-pradesh-net-state-domestic-product-factor-cost-current-prices-2,Uttar Pradesh Net State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,uttarakhand-gross-state-domestic-product-factor-cost-constant-prices-1,Uttarakhand Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05.,0.003 MB
State Economy,uttarakhand-gross-state-domestic-product-factor-cost-constant-prices-2,Uttarakhand Gross State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,uttarakhand-gross-state-domestic-product-factor-cost-current-prices-1,Uttarakhand Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05.,0.003 MB
State Economy,uttarakhand-gross-state-domestic-product-factor-cost-current-prices-2,Uttarakhand Gross State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
Sector Economy,uttarakhand-net-state-domestic-product-factor-cost-constant-prices-1,Uttarakhand Net State Domestic Product at factor cost at Constant Prices for base year 2004-05,0.003 MB
State Economy,uttarakhand-net-state-domestic-product-factor-cost-constant-prices-2,Uttarakhand Net State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,uttarakhand-net-state-domestic-product-factor-cost-current-prices-1,Uttarakhand Net State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.003 MB
State Economy,uttarakhand-net-state-domestic-product-factor-cost-current-prices-2,Uttarakhand Net State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
Trade,value-exports-merchandise-india-principal-countries-destination-2000-01-2011-12,Value Of Exports Of Merchandise From India By Principal Countries Of Destination From 2000-01 To 2011-12,0.032 MB
Trade,value-imports-merchandise-india-principal-countries-consignment-2000-01-2011-12,Value Of Imports Of Merchandise Into India By Principal Countries Of Consignment From 2000-01 To 2011-12,0.031 MB
Trade,value-imports-merchandise-india-principal-countries-consignment-2000-01-2011-12.1,Value Of Imports Of Merchandise Into India By Principal Countries Of Consignment From 2000-01 To 2011-12,0.031 MB
Agricultural Marketing,variety-wise-daily-market-prices-all-flower-date,Variety-wise Daily Market Prices of All Flower as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-almondbadam-date,Variety-wise Daily Market Prices of Almond(Badam) as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-alsandikai-date,Variety-wise Daily Market Prices of Alsandikai as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-antawala-date,Variety-wise Daily Market Prices of Antawala as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-anthorium-date,Variety-wise Daily Market Prices of Anthorium as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-balekai-date,Variety-wise Daily Market Prices of Balekai as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-bay-leaf-tejpatta-date,Variety-wise Daily Market Prices of Bay leaf (Tejpatta) as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-bop-date,Variety-wise Daily Market Prices of BOP as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-bran-date,Variety-wise Daily Market Prices of Bran as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-broomstick-date,Variety-wise Daily Market Prices of Broomstick as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-calf-date,Variety-wise Daily Market Prices of Calf as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-chennangidal-date,Variety-wise Daily Market Prices of Chennangidal as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-cherry-date,Variety-wise Daily Market Prices of Cherry as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-chow-chow-date,Variety-wise Daily Market Prices of Chow Chow as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-chrysanthemum-date,Variety-wise Daily Market Prices of Chrysanthemum as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-chrysanthemumloose-date,Variety-wise Daily Market Prices of Chrysanthemum(Loose) as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-cloves-date,Variety-wise Daily Market Prices of Cloves as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-cornation-date,Variety-wise Daily Market Prices of Cornation as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-custard-apple-sharifa-date,Variety-wise Daily Market Prices of Custard Apple (Sharifa) as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-dailachandni-date,Variety-wise Daily Market Prices of Daila(Chandni) as on date,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2001-2002,Variety-wise Daily Market Prices Data of Ajwan for 2001-2002,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2003,Variety-wise Daily Market Prices Data of Ajwan for 2003,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2004,Variety-wise Daily Market Prices Data of Ajwan for 2004,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2005,Variety-wise Daily Market Prices Data of Ajwan for 2005,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2006,Variety-wise Daily Market Prices Data of Ajwan for 2006,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2007,Variety-wise Daily Market Prices Data of Ajwan for 2007,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2008,Variety-wise Daily Market Prices Data of Ajwan for 2008,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2009,Variety-wise Daily Market Prices Data of Ajwan for 2009,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2010,Variety-wise Daily Market Prices Data of Ajwan for 2010,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2011,Variety-wise Daily Market Prices Data of Ajwan for 2011,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2012,Variety-wise Daily Market Prices Data of Ajwan for 2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ajwan-2013-0,Variety-wise Daily Market Prices Data of Ajwan for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-alasande-gram-2001-2012,Variety-wise Daily Market Prices Data of Alasande Gram from 2001-2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-alasande-gram-2013,Variety-wise Daily Market Prices Data of Alasande Gram for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-all-flower-2013,Variety-wise Daily Market Prices Data of All Flower for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-almondbadam-2013,Variety-wise Daily Market Prices Data of Almond(Badam) for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-alsandikai-2013,Variety-wise Daily Market Prices Data of Alsandikai for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-amaranthus-2001-2012,Variety-wise Daily Market Prices Data of Amaranthus from 2001-2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-amaranthus-2013,Variety-wise Daily Market Prices Data of Amaranthus for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ambada-seed-2013,Variety-wise Daily Market Prices Data of Ambada Seed for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-amla-2001-2012,Variety-wise Daily Market Prices Data of Amla from 2001-2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-amla-2013,Variety-wise Daily Market Prices Data of Amla for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-amphophalus-2001-2012,Variety-wise Daily Market Prices Data of Amphophalus from 2001-2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-amphophalus-2013,Variety-wise Daily Market Prices Data of Amphophalus for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-antawala-2013,Variety-wise Daily Market Prices Data of Antawala for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2001-2002,Variety-wise Daily Market Prices Data of Apple for 2001-2002,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2003,Variety-wise Daily Market Prices Data of Apple for 2003,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2004,Variety-wise Daily Market Prices Data of Apple for 2004,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2005,Variety-wise Daily Market Prices Data of Apple for 2005,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2006,Variety-wise Daily Market Prices Data of Apple for 2006,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2007,Variety-wise Daily Market Prices Data of Apple for 2007,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2008,Variety-wise Daily Market Prices Data of Apple for 2008,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2009,Variety-wise Daily Market Prices Data of Apple for 2009,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2010,Variety-wise Daily Market Prices Data of Apple for 2010,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2011,Variety-wise Daily Market Prices Data of Apple for 2011,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2012,Variety-wise Daily Market Prices Data of Apple for 2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apple-2013,Variety-wise Daily Market Prices Data of Apple for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-apricotjardalukhumani-2013,Variety-wise Daily Market Prices Data of Apricot(Jardalu/Khumani) for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2003,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2003,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2004,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2004,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2005,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2005,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2006,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2006,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2007,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2007,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2008,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2008,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2009,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2009,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2010,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2010,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2011,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2011,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnut-supari-2012,Variety-wise Daily Market Prices Data of Arecanut(Betelnut Supari) for 2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnutsupari-2001-2002,Variety-wise Daily Market Prices Data of Arecanut(Betelnut/Supari) for 2001-2002,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arecanutbetelnutsupari-2013,Variety-wise Daily Market Prices Data of Arecanut(Betelnut/Supari) for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2001-2002,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2001-2002,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2003,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2003,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2004,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2004,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2005,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2005,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2006,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2006,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2007,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2007,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2008,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2008,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2009,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2009,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2010,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2010,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2011,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2011,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2012,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-arhar-tur-2013,Variety-wise Daily Market Prices Data of Arhar (Tur) for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2001-2002,Variety-wise Daily Market Prices Data of Ashgourd for 2001-2002,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2003,Variety-wise Daily Market Prices Data of Ashgourd for 2003,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2004,Variety-wise Daily Market Prices Data of Ashgourd for 2004,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2005,Variety-wise Daily Market Prices Data of Ashgourd for 2005,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2006,Variety-wise Daily Market Prices Data of Ashgourd for 2006,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2007,Variety-wise Daily Market Prices Data of Ashgourd for 2007,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2008,Variety-wise Daily Market Prices Data of Ashgourd for 2008,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2009,Variety-wise Daily Market Prices Data of Ashgourd for 2009,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2010,Variety-wise Daily Market Prices Data of Ashgourd for 2010,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2011,Variety-wise Daily Market Prices Data of Ashgourd for 2011,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2012,Variety-wise Daily Market Prices Data of Ashgourd for 2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-ashgourd-2013,Variety-wise Daily Market Prices Data of Ashgourd for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-avare-dal-2001-2012,Variety-wise Daily Market Prices Data of Avare Dal from 2001-2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-avare-dal-2013,Variety-wise Daily Market Prices Data of Avare Dal for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2001-2002,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2001-2002,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2003,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2003,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2004,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2004,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2005,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2005,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2006,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2006,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2007,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2007,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2008,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2008,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2009,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2009,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2010,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2010,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2011,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2011,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2012,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2012,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bajrapearl-millet-2013,Variety-wise Daily Market Prices Data of Bajra(Pearl Millet) for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-balekai-2013,Variety-wise Daily Market Prices Data of Balekai for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-bamboo-2013,Variety-wise Daily Market Prices Data of Bamboo for 2013,1024 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-banana-2001-2002,Variety-wise Daily Market Prices Data of Banana for 2001-2002,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-banana-2003,Variety-wise Daily Market Prices Data of Banana for 2003,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-banana-2004,Variety-wise Daily Market Prices Data of Banana for 2004,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-banana-2005,Variety-wise Daily Market Prices Data of Banana for 2005,1 MB
Agricultural Marketing,variety-wise-daily-market-prices-data-banana-2006,Variety-wise Daily Market Prices Data of Banana for 2006,1 MB
